CarID,Brand,Model,Year,Price,Mileage,Fuel,Color,Owner,Location
48564,Tesla,Civic,2012,40000,,Petrol,Gray,Third, Chicago 
48565,Hyundai,Corolla,2012,,60000,Hybrid,,First,Houston
48566,Tesla,Accord,2020,,,Petrol,Blue,Third,Phoenix
48567,BMW,Mustang ,2020,50000,15000,,Gray,Second,Houston
48568, Nissan ,Model S,2012,60000,100000, Diesel ,White,Second,
48569,Hyundai,Corolla,2010,25000,30000,,Gray,First,Houston
48570,Ford,Accord,2012,40000,,Electric,White,,Phoenix
48571,Toyota,,2015,,45000,Petrol,Blue,Second,Los Angeles
48572,,,2015,60000,60000,Electric,,,
48573,Ford,Focus,2020,20000,45000,Petrol,Black,, Chicago 
48574,Toyota,Mustang ,2015,,100000,Hybrid,White,Third,New York
48575,Toyota,Focus,2018,30000,60000,Hybrid,Red,Third,
48576,Honda,Focus,2015,40000,45000,Hybrid,Silver,,Los Angeles
48577,Hyundai,Focus,,25000,75000,Petrol,White,,Phoenix
48578,BMW,Corolla,2012,40000,45000,Petrol,Black,First,Miami
48579,Honda,Mustang ,2015,30000,30000,Hybrid,Gray,Second,Miami
48580,Hyundai,Mustang ,2010,30000,,Hybrid,Blue,Third,
48581, Nissan ,Accord,2020,,60000,Petrol,Gray,Second,Houston
48582,,Model S,2010,30000,100000,Petrol,Black,Third, Chicago 
48583,Ford,Corolla,2015,40000,45000,,Silver,Second,Phoenix
48584,Ford,Model S,2010,20000,45000,Petrol,Gray,Third,Miami
48585,Tesla,Model S,2018,25000,75000,Petrol,Blue,,Miami
48586, Nissan ,Model S,2010,20000,75000,Electric,,Second, Chicago 
48587,,Model S,2018,20000,45000,Electric,Red,Third, Chicago 
48588, Nissan ,,2012,30000,15000,Electric,Gray,Second, Chicago 
48589,Hyundai,Accord,,,15000,,Red,Second,Los Angeles
48590,Honda,Model S,2010,60000,45000,Petrol,Silver,,Phoenix
48591,Hyundai,Corolla,2015,20000,100000,,Gray,First,Miami
48592,Honda,Model S,2012,30000,75000,Petrol,Gray,Second,
48593, Nissan ,,2020,20000,100000, Diesel ,Red,First,
48594,Honda,Corolla,2020,20000,15000,Petrol,White,Second,Miami
48595,Tesla,Mustang ,2015,40000,,Electric,Red,Third,Phoenix
48596,Hyundai,Accord,,40000,75000,,Blue,Second,New York
48597,,Civic,2018,40000,30000, Diesel ,Red,First, Chicago 
48598,,Corolla,2010,20000,,Hybrid,Red,Second, Chicago 
48599,Honda,Mustang ,2020,,45000,Petrol,Blue,Second,
48600,Honda,,2010,60000,75000,,Red,, Chicago 
48601,,Accord,,25000,, Diesel ,Silver,First,
48602, Nissan ,,,50000,, Diesel ,Gray,Third,
48603,,Focus,2012,30000,45000,Hybrid,Red,Third,Los Angeles
48604, Nissan ,Civic,2010,,, Diesel ,Silver,First,New York
48605,Honda,Model S,2020,25000,45000,Electric,Black,Third, Chicago 
48606,Honda,Mustang ,2018,,60000,,Blue,, Chicago 
48607,Hyundai,,,25000,,Hybrid,Black,Second,Los Angeles
48608,Hyundai,Focus,2020,40000,30000,Electric,Silver,, Chicago 
48609, Nissan ,Focus,2015,30000,75000, Diesel ,Silver,Second,Los Angeles
48610,Ford,Accord,2020,,75000, Diesel ,Black,,Miami
48611,BMW,Model S,2010,,75000,Electric,Red,,
48612,Ford,Mustang ,2010,25000,15000, Diesel ,White,Second, Chicago 
48613,Honda,Mustang ,2018,30000,,Hybrid,Red,First,New York
48614,Toyota,Mustang ,2020,20000,15000,Petrol,Blue,First,Los Angeles
48615,Toyota,Accord,2012,25000,30000,Electric,Black,,Los Angeles
48616,Tesla,Corolla,,25000,,Petrol,Blue,Third,
48617,Ford,Civic,2012,,75000,,Blue,Third,
48618, Nissan ,Model S,,25000,15000, Diesel ,Black,,Houston
48619,Hyundai,Accord,,40000,75000,Hybrid,White,,Phoenix
48620,Tesla,Model S,2012,30000,75000,,Blue,,Phoenix
48621,Tesla,Corolla,2015,25000,75000,Petrol,White,,Houston
48622,Toyota,Corolla,,50000,,Petrol,,First, Chicago 
48623,Ford,,2012,25000,,,White,,Houston
48624,BMW,Corolla,,60000,30000,,Blue,,Houston
48625,,Corolla,2015,40000,100000,Petrol,Red,,Miami
48626, Nissan ,Civic,2012,25000,15000,Electric,Red,Second,Houston
48627,Ford,Accord,,40000,15000,Electric,Red,Third, Chicago 
48628,Hyundai,Accord,2018,25000,15000,,Red,First,
48629,Tesla,Mustang ,2020,,45000,Electric,Gray,First,Miami
48630,Honda,Mustang ,2015,25000,,,Black,Third,New York
48631,Tesla,Civic,2010,,100000, Diesel ,White,First,Phoenix
48632,Ford,Civic,2015,60000,100000,Petrol,Red,Third,Los Angeles
48633,Toyota,Model S,2020,60000,,Petrol,Red,First,Phoenix
48634,,Mustang ,2015,60000,60000,Hybrid,Red,Second,Phoenix
48635,Ford,Civic,,40000,30000,Petrol,Silver,First,New York
48636,BMW,Civic,,25000,30000,Petrol,Silver,First, Chicago 
48637, Nissan ,Focus,2015,30000,45000,Hybrid,Black,First,
48638, Nissan ,Civic,2020,25000,15000,,Black,,Phoenix
48639,Honda,Model S,2012,60000,,,Gray,, Chicago 
48640,Honda,Accord,,,15000,Electric,Black,,
48641,Tesla,Focus,,25000,15000,Hybrid,Silver,Second,Houston
48642,Ford,Mustang ,2020,25000,100000, Diesel ,,First,
48643, Nissan ,Model S,2018,,45000, Diesel ,Red,,Los Angeles
48644,Toyota,Model S,2012,20000,30000,Petrol,,,Phoenix
48645,BMW,Focus,,25000,45000,Hybrid,Red,Second,Miami
48646,Tesla,Focus,2015,50000,15000,Hybrid,,Third, Chicago 
48647,Ford,Focus,,50000,15000,,White,First,
48648,Toyota,Focus,,30000,45000,Petrol,Red,First,
48649,Ford,Model S,,25000,, Diesel ,Silver,,Phoenix
48650,Toyota,Focus,2020,40000,45000, Diesel ,Black,,Phoenix
48651,Hyundai,Corolla,2018,20000,30000,Petrol,Silver,First,Houston
48652,,Accord,2018,30000,100000,Hybrid,Black,Second,Phoenix
48653,Ford,Mustang ,2010,50000,60000,,Gray,Second, Chicago 
48654,Ford,Civic,2018,40000,30000,Hybrid,Gray,Third,
48655,Hyundai,Mustang ,2010,30000,30000,Petrol,Silver,, Chicago 
48656,,Mustang ,2018,60000,60000,Petrol,Gray,First,New York
48657, Nissan ,Mustang ,2020,20000,60000,Electric,Blue,Third,Miami
48658,Tesla,Civic,2015,20000,60000, Diesel ,White,First,Phoenix
48659,Ford,Accord,2012,30000,30000,Hybrid,,Third,Phoenix
48660,Ford,Corolla,2018,30000,45000,Hybrid,Black,Second,Miami
48661,Tesla,Accord,2018,,30000,Petrol,Red,First,Los Angeles
48662,Tesla,Model S,2010,40000,75000,Hybrid,Black,First,
48663,Honda,Model S,2015,60000,75000, Diesel ,Gray,First,New York
48664,Honda,Civic,2020,30000,45000,Petrol,White,,Los Angeles
48665, Nissan ,,2020,40000,75000,Hybrid,Silver,First,Phoenix
48666,Tesla,Accord,2015,20000,45000,Hybrid,Gray,Second,Phoenix
48667,,Mustang ,2020,20000,100000,Hybrid,Silver,Second,Los Angeles
48668,BMW,Corolla,2012,60000,45000, Diesel ,Silver,,Phoenix
48669, Nissan ,Corolla,,50000,, Diesel ,Black,Second,
48670,Toyota,Civic,2020,60000,15000,Petrol,Red,Third,Miami
48671,Hyundai,Mustang ,2012,30000,15000,,Silver,Third,
48672,Tesla,Focus,2018,40000,,Hybrid,White,Third,Los Angeles
48673,Honda,Accord,2020,60000,, Diesel ,,Second,New York
48674,Hyundai,,,20000,,,Silver,Third,Los Angeles
48675,Ford,Model S,2020,50000,60000,Electric,White,Second,Phoenix
48676,Tesla,Model S,2012,,75000,Hybrid,White,Second,Phoenix
48677,Tesla,Model S,2018,40000,75000,Petrol,Silver,Third,
48678,Honda,Model S,,40000,15000,Hybrid,Gray,First,
48679,Honda,Corolla,2018,40000,30000,,Red,,Los Angeles
48680,BMW,Corolla,2010,40000,45000,,,Second,
48681, Nissan ,Focus,2018,40000,,Petrol,Silver,Third,Miami
48682,Honda,Corolla,,,75000,,,,Miami
48683,Honda,Focus,2015,50000,75000,,Black,,
48684,Honda,Mustang ,2010,60000,15000,Electric,Gray,First,Miami
48685,Hyundai,Focus,,60000,,Petrol,Silver,Second,Phoenix
48686, Nissan ,Mustang ,2018,20000,30000,,Blue,Third,Phoenix
48687,Ford,Model S,,40000,30000,Electric,White,First,Miami
48688,Tesla,Model S,2012,60000,45000,,,First,Miami
48689,Tesla,Corolla,,50000,75000, Diesel ,Blue,Second,New York
48690,Honda,Mustang ,2015,40000,75000,Electric,White,First,Miami
48691,,Corolla,2010,40000,75000, Diesel ,Black,,
48692,,Focus,2020,50000,45000,Electric,,Second,Phoenix
48693, Nissan ,Civic,,20000,75000, Diesel ,Blue,First,Miami
48694,BMW,Model S,2012,30000,60000, Diesel ,White,First,New York
48695,Honda,Mustang ,2015,20000,75000,,Black,,Los Angeles
48696,Hyundai,,2012,40000,,Electric,,Third,Phoenix
48697, Nissan ,Civic,,20000,45000,Petrol,Silver,,Houston
48698, Nissan ,Model S,2010,25000,60000,,Blue,First,Houston
48699,Hyundai,Model S,2015,30000,100000,Electric,Silver,Third,Miami
48700,BMW,Corolla,2010,,45000, Diesel ,Red,Third,New York
48701, Nissan ,,2010,25000,15000,,Blue,Third,
48702,Hyundai,Accord,2018,40000,45000,Electric,Red,Second,Houston
48703,Tesla,,2012,,15000, Diesel ,Black,,Houston
48704,BMW,Model S,2018,50000,100000,Petrol,Blue,Second,Los Angeles
48705,BMW,Accord,2018,,60000,Electric,,First,Phoenix
48706,Toyota,Accord,2012,30000,60000,Hybrid,Silver,Third, Chicago 
48707,BMW,Focus,2015,20000,45000,Hybrid,Red,,New York
48708,BMW,,2012,50000,75000,Electric,Silver,Third,Miami
48709,Hyundai,Civic,2020,60000,15000,Petrol,Black,Third,Houston
48710,Ford,Focus,2015,20000,75000,Electric,Red,,Los Angeles
48711,Tesla,Corolla,2018,20000,60000,Petrol,,Second,Miami
48712,Honda,Model S,2010,20000,15000,Electric,White,First,Los Angeles
48713,Hyundai,Model S,2010,25000,100000,,Gray,, Chicago 
48714,Toyota,Civic,2018,40000,60000,,Silver,Second,Phoenix
48715,BMW,Civic,2015,,100000,,Red,Third,Phoenix
48716,Ford,Accord,,50000,30000,Electric,Red,Second, Chicago 
48717,Ford,Corolla,2020,40000,,Electric,,Third,Los Angeles
48718,Hyundai,Corolla,2015,40000,60000,Petrol,Black,Third,Los Angeles
48719, Nissan ,Accord,2012,30000,75000,Hybrid,Silver,,Los Angeles
48720,Honda,Accord,2020,60000,,Petrol,Blue,First,Houston
48721,Honda,,2012,60000,60000,Electric,Gray,First,Los Angeles
48722,,Focus,2015,60000,, Diesel ,White,First, Chicago 
48723,Tesla,Model S,2018,50000,75000,Hybrid,Gray,,Phoenix
48724,,,2018,60000,30000, Diesel ,,,
48725, Nissan ,Corolla,2012,30000,45000,Hybrid,White,Third,Los Angeles
48726,BMW,Civic,2020,60000,100000,Electric,Silver,Second,Houston
48727,Ford,,2012,30000,100000,Hybrid,White,Second,Miami
48728,Toyota,Civic,2020,60000,45000,Hybrid,Silver,Second, Chicago 
48729,Tesla,Accord,2010,30000,60000,Hybrid,Gray,,New York
48730,Hyundai,Focus,2015,20000,45000,,,First,New York
48731,BMW,Mustang ,2018,,100000,Electric,White,,Phoenix
48732, Nissan ,Civic,2018,20000,60000,,Red,Third,Miami
48733,Honda,Mustang ,,60000,75000,Petrol,Gray,Third,Houston
48734, Nissan ,Mustang ,2020,40000,60000,Electric,White,Second,Phoenix
48735,BMW,Model S,,50000,75000,,Gray,,New York
48736, Nissan ,Focus,2010,20000,45000,Petrol,White,Second,Phoenix
48737,Honda,Civic,2018,,15000, Diesel ,Black,First, Chicago 
48738,BMW,,,,45000,Petrol,Black,Second,Houston
48739,Toyota,Model S,,40000,60000,Petrol,,Second,
48740,,Model S,2012,50000,,Electric,Black,Second,Miami
48741,Tesla,Corolla,2012,25000,75000,Electric,White,Third,New York
48742, Nissan ,Corolla,,40000,60000,Electric,Gray,First,New York
48743,Honda,,2018,40000,100000, Diesel ,Gray,, Chicago 
48744,Toyota,Accord,2020,50000,75000,Petrol,Black,Second,Houston
48745,Ford,Corolla,2015,20000,,Hybrid,,,Phoenix
48746,Toyota,Civic,2010,30000,, Diesel ,Gray,Third,Houston
48747,Toyota,Accord,,25000,75000,,Blue,First,Phoenix
48748,Toyota,Corolla,,60000,15000,Petrol,Silver,First,
48749,Hyundai,Model S,,30000,100000,Hybrid,,Third,Miami
48750,Honda,,2015,40000,45000,Hybrid,,First, Chicago 
48751,Hyundai,Civic,2010,60000,45000,Electric,Silver,Second,Miami
48752,Ford,Model S,2018,25000,75000,Petrol,,Second,New York
48753,Tesla,Model S,,50000,75000,Hybrid,Blue,Third, Chicago 
48754,Toyota,Focus,2020,50000,30000,Petrol,Red,Second, Chicago 
48755,Honda,Corolla,2012,20000,75000, Diesel ,Red,,Phoenix
48756,Honda,Mustang ,,50000,100000,,,,Los Angeles
48757,Tesla,Accord,,40000,, Diesel ,Gray,Second,Los Angeles
48758,,Civic,2012,40000,75000, Diesel ,Red,Second,Houston
48759,BMW,,2012,,,Hybrid,Silver,Third,Phoenix
48760,Ford,,,20000,15000, Diesel ,Gray,First,Miami
48761,Ford,,2020,20000,15000, Diesel ,White,,Los Angeles
48762, Nissan ,Focus,,40000,45000, Diesel ,Gray,Second,Los Angeles
48763,Toyota,Civic,2015,25000,45000,,Blue,Third,Houston
48764,BMW,Model S,2018,25000,75000,,Gray,First,Houston
48765,,Accord,2020,30000,,Petrol,Black,Second,Miami
48766,Ford,Focus,,60000,30000, Diesel ,Black,Third, Chicago 
48767,,Accord,2018,,15000,Petrol,Gray,,
48768, Nissan ,Accord,2018,60000,75000, Diesel ,Black,,Miami
48769,Toyota,Corolla,2015,50000,60000,Hybrid,Red,Third,
48770,BMW,Model S,2012,50000,75000,Petrol,Red,First, Chicago 
48771,Honda,,2010,,15000,Electric,Black,Third,Phoenix
48772,Toyota,Corolla,2020,30000,60000,Hybrid,White,Third,Los Angeles
48773,BMW,Civic,2020,30000,100000,,White,First,New York
48774,Tesla,Civic,2020,30000,60000, Diesel ,White,,New York
48775,Ford,Mustang ,2018,20000,45000,Electric,,Third,Miami
48776,,Mustang ,2015,30000,60000,,Black,,New York
48777,Toyota,Accord,2020,20000,100000, Diesel ,White,Third,Miami
48778, Nissan ,Mustang ,2018,20000,100000, Diesel ,Silver,Third, Chicago 
48779,Honda,Focus,,40000,30000, Diesel ,Black,,Miami
48780, Nissan ,Civic,2015,,45000,,Gray,Second,New York
48781,,Mustang ,2010,50000,45000,Petrol,Blue,Third,Houston
48782,Toyota,,2015,25000,60000,Electric,Silver,First, Chicago 
48783,Ford,Focus,2012,20000,,Petrol,Silver,Second, Chicago 
48784,Ford,Focus,2010,,30000,Petrol,White,,Phoenix
48785,BMW,,,,100000,Petrol,Blue,Third,Houston
48786, Nissan ,Civic,2010,,45000,Petrol,,,Los Angeles
48787, Nissan ,Corolla,,30000,75000,,Black,,Phoenix
48788,Honda,Focus,2010,20000,60000,Hybrid,Gray,Third,Los Angeles
48789,,Corolla,2018,30000,75000,Petrol,,,New York
48790,BMW,Corolla,,50000,100000,Electric,White,Second,Miami
48791,Honda,Mustang ,2010,60000,100000, Diesel ,Black,First, Chicago 
48792,Hyundai,Corolla,2018,50000,,Hybrid,,Second,Miami
48793,Toyota,Accord,2012,30000,75000, Diesel ,Red,Second,
48794,Toyota,Corolla,2010,40000,15000,Electric,Gray,Third,Los Angeles
48795,Hyundai,,2020,60000,,Hybrid,Black,,Miami
48796, Nissan ,Mustang ,2018,30000,15000,Hybrid,Silver,First,Los Angeles
48797,,Model S,2018,,45000,Electric,Gray,First, Chicago 
48798,BMW,Civic,2015,25000,,Petrol,White,,Miami
48799,Hyundai,Model S,,60000,30000,,Gray,Third,Miami
48800,,Accord,2010,30000,60000,Electric,Blue,Second,
48801,Tesla,Model S,2010,,60000,,Black,First,New York
48802,Ford,Focus,2015,30000,100000, Diesel ,Black,Third,Miami
48803,Hyundai,Model S,,60000,100000,Petrol,Red,,
48804,,Model S,,30000,15000, Diesel ,Silver,,Miami
48805,BMW,,2018,50000,60000,Petrol,Black,,Los Angeles
48806,Hyundai,Corolla,2018,30000,45000,Hybrid,Gray,, Chicago 
48807,,Model S,2015,50000,100000,Petrol,Blue,,Houston
48808,Hyundai,Model S,2012,30000,45000,Electric,Gray,Second,Miami
48809,BMW,Accord,2018,25000,30000,Hybrid,Black,First,Phoenix
48810,Toyota,Focus,2010,25000,15000,Petrol,Red,,Phoenix
48811,Ford,Civic,2012,40000,30000,,,First,Miami
48812,,Focus,2020,60000,75000,Electric,Silver,First,New York
48813,,Civic,2015,30000,15000,,Black,Third,Phoenix
48814,,Civic,2018,,75000,Hybrid,Red,First,
48815,Hyundai,Civic,2018,20000,100000,Petrol,White,Second,Houston
48816,BMW,,2015,60000,100000,Hybrid,,,Los Angeles
48817,Hyundai,,,40000,,Hybrid,,, Chicago 
48818,,Corolla,,60000,30000,,Silver,Second,
48819,Toyota,Civic,2018,,30000, Diesel ,White,First,New York
48820,Toyota,,2018,40000,,Hybrid,Red,Second,
48821, Nissan ,Mustang ,,20000,100000,,Blue,Third,Houston
48822,Hyundai,,,20000,30000,,White,,Los Angeles
48823, Nissan ,Accord,2010,20000,75000,Hybrid,Gray,Second,Phoenix
48824,BMW,Accord,2010,,,Electric,White,, Chicago 
48825,BMW,Mustang ,2018,40000,45000,,Black,Second,Los Angeles
48826,Toyota,Accord,2018,50000,30000,,Silver,Third,New York
48827, Nissan ,Model S,2018,20000,,Petrol,Silver,Third,
48828,,Mustang ,,60000,,Petrol,Silver,,Houston
48829,,Civic,2018,60000,100000,Electric,Black,Third, Chicago 
48830,Hyundai,Focus,2012,,30000,,Blue,Third, Chicago 
48831,BMW,Accord,2010,30000,30000,Hybrid,Gray,,Los Angeles
48832,Ford,Model S,2018,50000,100000,Electric,Gray,Second,Los Angeles
48833,Toyota,,2018,50000,60000,,Silver,Third,Phoenix
48834,Toyota,,2010,30000,15000, Diesel ,Gray,Second, Chicago 
48835,BMW,,,,60000,Petrol,Red,Third,Houston
48836,BMW,,,30000,15000,Hybrid,Red,Second, Chicago 
48837,BMW,Focus,2020,30000,15000,,Gray,Third,
48838,Hyundai,Corolla,2018,60000,75000,,,,Houston
48839,,Corolla,2015,20000,75000,Electric,Red,Second, Chicago 
48840,,Civic,2012,40000,, Diesel ,,Third, Chicago 
48841,Hyundai,Mustang ,,,60000,,,,New York
48842,Ford,Mustang ,2020,20000,30000, Diesel ,White,First,
48843,Hyundai,Accord,2020,50000,30000,,Red,Third, Chicago 
48844,Toyota,,2010,25000,60000,Petrol,Black,First,Miami
48845,Tesla,Civic,,40000,45000,,Blue,Third,
48846,Hyundai,Focus,2012,25000,15000,,Red,Third,Los Angeles
48847,Ford,Civic,2015,50000,,Hybrid,Silver,,
48848,Ford,Corolla,2012,20000,45000,Hybrid,Red,Third,
48849,,Corolla,2020,40000,100000,Petrol,,,Miami
48850,Hyundai,Mustang ,2020,40000,, Diesel ,Gray,First,Miami
48851, Nissan ,Accord,2012,20000,45000,Hybrid,Gray,,Miami
48852,Toyota,Corolla,2010,40000,100000,,Red,First,Miami
48853,,Civic,2010,,,,Red,First,Miami
48854,Tesla,Mustang ,2020,,100000,Electric,Red,Second,Phoenix
48855,Toyota,,2015,60000,60000,Electric,Silver,Third,Los Angeles
48856,Ford,Model S,2020,20000,30000,Hybrid,Silver,Second,Houston
48857,BMW,Corolla,2012,40000,30000,Hybrid,Silver,,Houston
48858,Toyota,Civic,2018,20000,,,Gray,First,Phoenix
48859,Hyundai,Model S,2018,40000,75000,,Gray,Second,Los Angeles
48860,Toyota,Corolla,2015,40000,100000, Diesel ,,Second,New York
48861,BMW,Corolla,2015,40000,15000,Hybrid,White,First,Phoenix
48862,Tesla,Focus,2015,40000,100000,Petrol,Blue,First, Chicago 
48863,Tesla,Corolla,2010,,45000,Petrol,Red,First,New York
48864,Toyota,Mustang ,2020,60000,,,Silver,,Phoenix
48865,,Model S,2012,40000,45000,,Red,First,
48866,Hyundai,Model S,2020,40000,45000,,Gray,Third,New York
48867,BMW,,2012,40000,100000,Hybrid,Red,Second,Houston
48868, Nissan ,Mustang ,2018,30000,,Electric,Gray,,
48869,Toyota,Model S,2020,,100000, Diesel ,Silver,First,
48870,BMW,Civic,2012,50000,15000,Petrol,Black,Third,Los Angeles
48871,Ford,Civic,2012,,15000,Hybrid,Silver,,Houston
48872, Nissan ,Accord,2018,20000,75000,Electric,Silver,,New York
48873,BMW,Accord,,60000,30000,,Red,Third, Chicago 
48874,,Accord,2020,60000,100000,,Blue,First,New York
48875,Toyota,Corolla,2020,,15000,Hybrid,Black,Third,Los Angeles
48876,Honda,,2010,30000,15000,Hybrid,Black,Second, Chicago 
48877,Tesla,Corolla,2020,50000,15000, Diesel ,Red,First,
48878,Toyota,,2018,,30000,,Black,First,Phoenix
48879,BMW,Mustang ,2012,30000,60000,Hybrid,Blue,First,Los Angeles
48880,Hyundai,Focus,2018,,75000,Electric,Silver,Second,Houston
48881, Nissan ,,2018,30000,,,White,,Phoenix
48882, Nissan ,Focus,2018,,,,White,Second,Miami
48883,BMW,Accord,2020,60000,100000,Hybrid,Gray,Third,Phoenix
48884,Hyundai,Mustang ,2015,20000,60000,Petrol,Red,Second,Miami
48885,Tesla,Mustang ,2018,20000,75000,Hybrid,,Third,Phoenix
48886,Toyota,Mustang ,2012,30000,,,Blue,Third,
48887, Nissan ,Focus,2010,40000,15000, Diesel ,Silver,First,Miami
48888, Nissan ,Mustang ,2020,,15000,,White,Second, Chicago 
48889,Honda,Corolla,2015,,,,,,Houston
48890,Ford,Civic,2015,20000,, Diesel ,Blue,, Chicago 
48891,Honda,,2018,20000,15000,Electric,Gray,First,
48892,Ford,Corolla,2012,50000,60000,,White,Third,Phoenix
48893, Nissan ,Focus,2010,30000,60000,Petrol,Blue,Second,Los Angeles
48894,Ford,Focus,2015,25000,60000,,Red,First, Chicago 
48895,Toyota,Mustang ,2020,60000,100000,,Gray,Third,
48896, Nissan ,Model S,2012,40000,, Diesel ,Red,First,Miami
48897, Nissan ,Model S,2020,30000,45000, Diesel ,Black,Third,Miami
48898,Hyundai,,2018,40000,,Electric,Red,Second,Houston
48899,Ford,Civic,2010,30000,,,Black,,Miami
48900,BMW,Model S,2020,,30000,Electric,Red,,Houston
48901,Ford,Accord,2010,60000,30000,Electric,Black,Third,Phoenix
48902,Ford,Mustang ,2020,60000,15000,,Black,Second,Miami
48903,Tesla,Accord,2015,30000,60000, Diesel ,Blue,,Miami
48904,Tesla,Focus,,40000,,,Gray,First,
48905,Toyota,Mustang ,2015,25000,75000,,White,Second,New York
48906,Toyota,Corolla,,,75000,Electric,,Second,Houston
48907,BMW,Civic,2018,50000,60000,Hybrid,Blue,,
48908,Tesla,,2012,60000,15000,,Black,Second,
48909,Honda,Corolla,2010,40000,30000,Electric,Gray,Second,
48910,Toyota,,2012,25000,15000,Electric,Black,, Chicago 
48911,Toyota,Corolla,2012,60000,45000,Electric,Black,Third, Chicago 
48912,Tesla,Mustang ,2012,50000,45000,Petrol,Black,Second,
48913,Tesla,Corolla,2012,,60000, Diesel ,Gray,Third, Chicago 
48914,BMW,Civic,2012,20000,60000,Petrol,Blue,Third,New York
48915,Hyundai,,2020,40000,45000,Petrol,Red,Second, Chicago 
48916,Tesla,Model S,2012,,45000, Diesel ,,,Phoenix
48917,Hyundai,Corolla,2010,50000,60000,Electric,Blue,Third,Miami
48918,,Accord,,25000,45000,,Silver,Third,Miami
48919,Ford,Corolla,2015,60000,100000,Petrol,Red,Third,New York
48920, Nissan ,Accord,2012,,100000, Diesel ,Gray,First,Los Angeles
48921,Honda,Model S,2018,60000,100000,Electric,Black,Third,Phoenix
48922, Nissan ,Civic,2010,20000,15000,,White,First,Phoenix
48923,Ford,Civic,2020,50000,60000, Diesel ,,Second,
48924,,Civic,2015,,60000,,Red,Second,Phoenix
48925,,Focus,,20000,100000,Hybrid,Silver,First,
48926,Ford,Focus,2015,40000,45000,Electric,Gray,Second,New York
48927, Nissan ,Civic,,,45000,,Red,,Los Angeles
48928,Ford,Civic,2015,30000,30000, Diesel ,Black,Second,New York
48929,Toyota,Model S,,25000,30000,Petrol,Gray,Third,
48930,,Focus,,30000,15000,Electric,Gray,,Phoenix
48931, Nissan ,Accord,2018,30000,, Diesel ,White,First,Phoenix
48932,Hyundai,Mustang ,2012,,45000, Diesel ,,, Chicago 
48933,Ford,Mustang ,2020,60000,30000,Electric,Red,Third,Los Angeles
48934,Hyundai,,2020,60000,,Petrol,,,Miami
48935,Toyota,Civic,,25000,75000,Hybrid,Gray,,Phoenix
48936,Tesla,Civic,,40000,15000,,Silver,First,Houston
48937,,Civic,2020,25000,45000, Diesel ,Gray,Third,Phoenix
48938,Honda,Corolla,2012,50000,75000,Petrol,Black,, Chicago 
48939,Honda,Focus,2020,20000,60000,Petrol,Black,First,New York
48940,Ford,,2020,50000,45000,,Gray,First, Chicago 
48941,Honda,Corolla,2015,50000,60000, Diesel ,Gray,Second,Phoenix
48942,Toyota,Corolla,,,30000, Diesel ,Gray,Second,New York
48943,Tesla,Mustang ,2012,30000,45000,,Silver,First,New York
48944,Ford,,2010,40000,75000,Petrol,White,Third,Los Angeles
48945,BMW,,2010,,60000, Diesel ,Silver,,New York
48946, Nissan ,,2010,40000,75000,Electric,Gray,,
48947,,,2018,40000,,Electric,,Second,
48948,Hyundai,Accord,2015,20000,75000,Hybrid,Silver,Second,Miami
48949,Honda,,2020,60000,45000, Diesel ,,,
48950,Honda,Accord,,25000,75000,,Black,,Los Angeles
48951,Ford,Civic,2015,,45000,,White,Second, Chicago 
48952, Nissan ,Accord,,40000,60000, Diesel ,White,,New York
48953, Nissan ,Accord,2012,25000,60000, Diesel ,Silver,Second,Miami
48954,Honda,,2012,50000,,Hybrid,Gray,,Houston
48955,Honda,,2015,50000,100000,Petrol,Blue,Second, Chicago 
48956,Hyundai,Focus,2012,50000,,Hybrid,Blue,Second,Miami
48957,BMW,Civic,2015,30000,100000,,White,Second,Houston
48958, Nissan ,Mustang ,2015,20000,60000,Electric,Blue,Second,Houston
48959,Toyota,Corolla,,20000,15000, Diesel ,,,Los Angeles
48960,,Civic,,25000,100000,Electric,Red,,Phoenix
48961,Ford,Model S,2015,30000,,Hybrid,Blue,Third,Phoenix
48962,Ford,,,25000,45000,,White,Second,New York
48963,BMW,Corolla,2010,20000,, Diesel ,Red,First,Houston
48964,,Model S,,40000,,Hybrid,Gray,,Miami
48965,BMW,Accord,,30000,30000,Electric,Gray,First,Phoenix
48966,Toyota,Corolla,2020,40000,60000,Petrol,Black,Third, Chicago 
48967,Tesla,Civic,2012,40000,100000,Electric,,Second,New York
48968,Ford,Mustang ,2020,50000,30000,,Red,, Chicago 
48969, Nissan ,Accord,2020,,45000, Diesel ,Black,First,
48970,,Model S,2015,40000,60000,Hybrid,Blue,First,Miami
48971,Honda,Accord,2020,20000,60000,Hybrid,Gray,First,New York
48972,,Accord,2015,20000,75000,Electric,Black,,
48973,Toyota,Accord,,30000,45000,Petrol,Red,Third, Chicago 
48974,Hyundai,,2012,,60000,Hybrid,Gray,Second,Los Angeles
48975,Ford,,,25000,75000,Electric,White,First,Phoenix
48976, Nissan ,Model S,2018,40000,15000,Petrol,,First,Houston
48977,Toyota,Civic,2020,40000,75000,Petrol,,Third,
48978,Hyundai,Mustang ,2020,60000,75000,Petrol,Red,First,Houston
48979,Tesla,Model S,2020,60000,60000,,Gray,First,Phoenix
48980, Nissan ,Civic,2015,,45000,Electric,,First,
48981,Ford,Corolla,,30000,15000,,Gray,Second,Houston
